Hugo_Symbol	NTN006_Baseline	NTN007_Baseline	NTN012_Baseline	NTN014_Baseline	NTN017_Baseline	NTN020_Baseline	NTN021_Baseline	NTN022_Baseline	NTN023_Baseline	NTN025_Baseline	NTN029_Baseline	NTN031_Baseline	NTN033_Baseline	NTN038_Baseline	NTN042_Baseline	NTN040_Baseline	NTN046_Baseline	NTN049_Baseline	NTN052_Baseline	NTN050_Baseline	NTN057_Baseline	NTN056_Baseline	NTN058_Baseline	NTN060_Baseline	NTN062_Baseline	NTN063_Baseline	NTN069_Baseline	NTN074_Baseline	NTN076_Baseline	NTN080_Baseline	NTN081_Baseline	NTN083_Baseline	NTN084_Baseline	NTN085_Baseline	NTN087_Baseline	NTN089_Baseline	NTN039_Baseline	H36960.002_Baseline	H36960.023_Baseline	H36960.019_Baseline	H36960.008_Baseline	H36960.018_Baseline	H36960.009_Baseline	NTN011_Baseline	NTN013_Baseline	NTN044_Baseline	NTN072_Baseline	H36960.014_Baseline
CAMP	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
ZNF589	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
NME6	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SPINK8	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
hsa-mir-2115	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
FBXW12	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
PLXNB1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CCDC51	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
ATRIP	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TMA7	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SHISA5	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TREX1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
PFKFB4	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR6823	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
UCN2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
COL7A1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR711	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
UQCRC1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TMEM89	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SLC26A6	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CELSR3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR6824	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR4793	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
NCKIPSD	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
IP6K2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
PRKAR2A	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
PRKAR2A-AS1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SLC25A20	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
ARIH2OS	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
ARIH2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
P4HTM	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
WDR6	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
DALRD3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR191	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR425	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
NDUFAF3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
IMPDH2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
QRICH1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR6890	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
QARS	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
USP19	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
LAMB2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CCDC71	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
KLHDC8B	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
LAMB2P1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
C3orf84	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CCDC36	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
C3orf62	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR4271	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
USP4	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
GPX1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RHOA	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TCTA	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
AMT	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
NICN1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
DAG1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
BSN-AS2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
BSN	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
APEH	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MST1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RNF123	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
AMIGO3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
GMPPB	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
IP6K1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CDHR4	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
FAM212A	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR5193	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
UBA7	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TRAIP	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CAMKV	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MST1R	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MON1A	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RBM6	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RBM5	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RBM5-AS1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SEMA3F	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
hsa-mir-566	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
GNAT1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SLC38A3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
GNAI2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR5787	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SEMA3B-AS1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
SEMA3B	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
LSMEM2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR6872	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
IFRD2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
HYAL1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
HYAL3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
NAT6	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
HYAL2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RASSF1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TUSC2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RASSF1-AS1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
ZMYND10	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CYB561D2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
NPRL2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
TMEM115	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CACNA2D2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
C3orf18	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
HEMK1	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
CISH	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MAPKAPK3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
DOCK3	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MIR4787	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
MANF	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RBM15B	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
VPRBP	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
RAD54L2	0	0	0	0	0	0	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0
