Hugo_Symbol	NTN006_Baseline	NTN007_Baseline	NTN012_Baseline	NTN014_Baseline	NTN017_Baseline	NTN020_Baseline	NTN021_Baseline	NTN022_Baseline	NTN023_Baseline	NTN025_Baseline	NTN029_Baseline	NTN031_Baseline	NTN033_Baseline	NTN038_Baseline	NTN042_Baseline	NTN040_Baseline	NTN046_Baseline	NTN049_Baseline	NTN052_Baseline	NTN050_Baseline	NTN057_Baseline	NTN056_Baseline	NTN058_Baseline	NTN060_Baseline	NTN062_Baseline	NTN063_Baseline	NTN069_Baseline	NTN074_Baseline	NTN076_Baseline	NTN080_Baseline	NTN081_Baseline	NTN083_Baseline	NTN084_Baseline	NTN085_Baseline	NTN087_Baseline	NTN089_Baseline	NTN039_Baseline	H36960.002_Baseline	H36960.023_Baseline	H36960.019_Baseline	H36960.008_Baseline	H36960.018_Baseline	H36960.009_Baseline	NTN011_Baseline	NTN013_Baseline	NTN044_Baseline	NTN072_Baseline	H36960.014_Baseline
ZNF12	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
PMS2CL	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
CCZ1B	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
LOC100131257	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
C1GALT1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
LOC101927354	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
COL28A1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
RP5-1159O4.2	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
MIOS	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
RPA3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
RPA3-AS1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AC009473.1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
GLCCI1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ICA1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
NXPH1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
PER4	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
NDUFA4	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
PHF14	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
THSD7A	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
TMEM106B	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
VWDE	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
SCIN	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ARL4A	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ETV1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
DGKB	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AGMO	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
MEOX2	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AC005550.4	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ISPD	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ISPD-AS1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
SOSTDC1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
LRRC72	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ANKMY2	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
BZW2	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
TSPAN13	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AGR2	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AGR3	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AHR	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AC019117.1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AC017060.1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
SNX13	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
PRPS1L1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
HDAC9	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	-2	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
hsa-mir-1302-6	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
TWIST1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
FERD3L	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
TWISTNB	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
MIR3146	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
TMEM196	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AC005062.2	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
MACC1-AS1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
MACC1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
AC099342.1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
LOC101927811	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ITGB8	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
ABCB5	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
SP8	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
RPL23P8	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
SP4	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
hsa-mir-1183	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	-1	0	1
DNAH11	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
CDCA7L	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
RAPGEF5	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
STEAP1B	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
AC002480.3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
IL6	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
TOMM7	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
SNORD93	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
FAM126A	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
KLHL7-AS1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
KLHL7	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
NUPL2	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
GPNMB	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
MALSU1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
IGF2BP3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
RPS2P32	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
TRA2A	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
CLK2P	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
CCDC126	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
FAM221A	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
STK31	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	-1	0	1	0	0	-1	0	1
NPY	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
MPP6	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
DFNA5	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
OSBPL3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
CYCS	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
C7orf31	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
NPVF	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
RNU6-16P	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
MIR148A	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
NFE2L3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HNRNPA2B1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
CBX3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
SNX10	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
LOC441204	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
KIAA0087	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
C7orf71	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
SKAP2	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOTAIRM1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA2	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA4	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA-AS3	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA5	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA6	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA7	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA10-AS	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA10-HOXA9	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA9	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
MIR196B	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA10	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA11-AS	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA11	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOXA13	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HOTTIP	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
EVX1	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
HIBADH	0	0	0	1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
TAX1BP1	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
JAZF1	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	1	0	1	-1	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	1	0	0	-1	0	1
